shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-14018,Vanguard Transport,+15553805497,+15556421976,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14019,Titan Heavy Hauling,+15552259160,+15551033832,Invoice submitted for carrier fees for SHP-SHP-14019. Please check credit limit terms.,ham
SHP-14020,Titan Heavy Hauling,+15552090595,+15558827320,Truck inspection completed for SHP-SHP-14020. Trailer seal ID: 83774. Driver heading to route.,ham
SHP-14021,Sentinel Delivery Systems,+15559734158,+15559819980,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14022,Cascade Carrier Group,+15559500739,+15554706182,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14023,Apex Logistics Corp,+15559470242,+15555970144,"Broker Alert: Trailer locks on shipment SHP-SHP-14023 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 562 Industrial Way, Phoenix, AZ.",spam
SHP-14024,Titan Heavy Hauling,+15552449920,+15558645121,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14024. Status: In Transit.",ham
SHP-14025,Titan Heavy Hauling,+15557796343,+15557156539,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14025. Status: In Transit.",ham
SHP-14026,Apex Logistics Corp,+15551378415,+15551718625,"Hi, driver John here. Load SHP-SHP-14026 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14027,Global Cargo Solutions,+15554732633,+15551085457,Truck inspection completed for SHP-SHP-14027. Trailer seal ID: 34579. Driver heading to route.,ham
SHP-14028,Vanguard Transport,+15555373434,+15551679900,Freight schedule check for shipment SHP-SHP-14028. All parameters within compliance. Thank you.,ham
SHP-14029,Sentinel Delivery Systems,+15551057552,+15557909697,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14029 with Sentinel Delivery Systems. Let us know if you need changes.",ham
SHP-14030,Vanguard Transport,+15552682597,+15559151402,"Hi, driver John here. Load SHP-SHP-14030 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14031,Titan Heavy Hauling,+15557839128,+15553826969,"Hi, driver John here. Load SHP-SHP-14031 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14032,Delta Freight Systems,+15556891727,+15553706798,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14032 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-14033,Titan Heavy Hauling,+15554036362,+15553935832,Checking trailer temperature for SHP-SHP-14033. Climate control working properly.,ham
SHP-14034,Sentinel Delivery Systems,+15555985521,+15551536028,"Broker Alert: Trailer locks on shipment SHP-SHP-14034 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 434 Industrial Way, Phoenix, AZ.",spam
SHP-14035,Apex Logistics Corp,+15555495901,+15558589528,"Hi, driver John here. Load SHP-SHP-14035 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14036,Global Cargo Solutions,+15555131803,+15556822185,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14036 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-14037,Apex Logistics Corp,+15556346637,+15558432244,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14038,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-14039,Global Cargo Solutions,+15551686773,+15558790689,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14040,Sentinel Delivery Systems,+15551288461,+15552221178,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14040. Status: In Transit.",ham
SHP-14041,Apex Logistics Corp,+15556526890,+15555069897,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14041 with Apex Logistics Corp. Let us know if you need changes.",ham
SHP-14042,Summit Logistics Inc,billing-ops@outlook-cargo.net,Unknown,Do not share your verification code. Enter one-time password OTP 5303 in the logistics app to authorize load release for SHP-SHP-14042.,spam
SHP-14043,Horizon Shipping Lines,+15553162462,+15551610902,Invoice submitted for carrier fees for SHP-SHP-14043. Please check credit limit terms.,ham
SHP-14044,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,Express Delivery Notice: Parcel SHP-SHP-14044 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-titanheavyhauling.com,spam
SHP-14045,Delta Freight Systems,+15551418381,+15554814207,Invoice submitted for carrier fees for SHP-SHP-14045. Please check credit limit terms.,ham
SHP-14046,Horizon Shipping Lines,+15552633209,+15554723176,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14046 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-14047,Horizon Shipping Lines,+15551230532,+15556350866,Load SHP-SHP-14047 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14048,Cascade Carrier Group,+15557242491,+15556134852,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14049,Apex Logistics Corp,+15551011118,+15558031362,Truck inspection completed for SHP-SHP-14049. Trailer seal ID: 44454. Driver heading to route.,ham
SHP-14050,Vanguard Transport,+15557027820,+15553570708,"Hi, driver John here. Load SHP-SHP-14050 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14051,Sentinel Delivery Systems,+15551247844,+15557329409,Checking trailer temperature for SHP-SHP-14051. Climate control working properly.,ham
SHP-14052,Global Cargo Solutions,+15558052782,+15558712448,Freight schedule check for shipment SHP-SHP-14052. All parameters within compliance. Thank you.,ham
SHP-14053,Delta Freight Systems,+15558449959,+15551725300,Truck inspection completed for SHP-SHP-14053. Trailer seal ID: 68661. Driver heading to route.,ham
SHP-14054,Global Cargo Solutions,+15557952050,+15552564197,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14054. Status: In Transit.",ham
SHP-14055,Delta Freight Systems,+15556013718,+15551982913,Checking trailer temperature for SHP-SHP-14055. Climate control working properly.,ham
SHP-14056,Titan Heavy Hauling,+15555703540,+15554262351,"Hi, driver John here. Load SHP-SHP-14056 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14057,Horizon Shipping Lines,+15557673467,+15555962045,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14058,Summit Logistics Inc,+15556420863,+15551153516,Invoice submitted for carrier fees for SHP-SHP-14058. Please check credit limit terms.,ham
SHP-14059,Sentinel Delivery Systems,+15553362879,+15555203233,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14059. Status: In Transit.",ham
SHP-14060,Titan Heavy Hauling,+15551535356,+15555595391,Checking trailer temperature for SHP-SHP-14060. Climate control working properly.,ham
SHP-14061,Global Cargo Solutions,+15552855743,+15556553158,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14061. Status: In Transit.",ham
SHP-14062,Cascade Carrier Group,+15552812146,+15556496688,Freight schedule check for shipment SHP-SHP-14062. All parameters within compliance. Thank you.,ham
SHP-14063,Sentinel Delivery Systems,+15551483087,+15557445348,Invoice submitted for carrier fees for SHP-SHP-14063. Please check credit limit terms.,ham
SHP-14064,Titan Heavy Hauling,+15551250757,+15553720451,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14065,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,"URGENT: Change credit payment terms for shipment SHP-SHP-14065. Direct wire transfer required. Sender routing 38574272, bank account 337966137.",spam
SHP-14066,Titan Heavy Hauling,+15555884127,+15557020274,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14067,Titan Heavy Hauling,+15553337057,+15559814090,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14067 with Titan Heavy Hauling. Let us know if you need changes.",ham
SHP-14068,Vanguard Transport,+15553345814,+15558299487,Truck inspection completed for SHP-SHP-14068. Trailer seal ID: 22654. Driver heading to route.,ham
SHP-14069,Vanguard Transport,dispatch-support@gmail-logistics.com,Unknown,Sweepstakes Draw Result: Ticket #30700 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-14070,Horizon Shipping Lines,+15553329257,+15553198183,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14070. Status: In Transit.",ham
SHP-14071,Apex Logistics Corp,+15553966773,+15553000237,Freight schedule check for shipment SHP-SHP-14071. All parameters within compliance. Thank you.,ham
SHP-14072,Cascade Carrier Group,+15557813566,+15557416441,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14073,Delta Freight Systems,+15554712643,+15553117316,"Hi, driver John here. Load SHP-SHP-14073 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14074,Cascade Carrier Group,+15554869297,+15553632201,Load SHP-SHP-14074 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14075,Sentinel Delivery Systems,+15554102888,+15553537113,Express Delivery Notice: Parcel SHP-SHP-14075 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-sentineldeliverysystems.com,spam
SHP-14076,Apex Logistics Corp,+15552782460,+15555015786,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14077,Delta Freight Systems,+15559210920,+15559174087,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14078,Global Cargo Solutions,+15551363711,+15554083771,"Hi, driver John here. Load SHP-SHP-14078 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14079,Cascade Carrier Group,+15554090461,+15556712843,Freight schedule check for shipment SHP-SHP-14079. All parameters within compliance. Thank you.,ham
SHP-14080,Vanguard Transport,+15552073579,+15559625548,Truck inspection completed for SHP-SHP-14080. Trailer seal ID: 84517. Driver heading to route.,ham
SHP-14081,Cascade Carrier Group,+15551041227,+15558541309,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14082,Titan Heavy Hauling,+15554643930,+15553293721,Truck inspection completed for SHP-SHP-14082. Trailer seal ID: 65105. Driver heading to route.,ham
SHP-14083,Delta Freight Systems,+15552266155,+15555779221,Notice of invoice dispute for SHP-SHP-14083. Payment details changed to new escrow account. Wire funds to holding bank routing 81735969.,spam
SHP-14084,Cascade Carrier Group,+15555111472,+15558448041,Invoice submitted for carrier fees for SHP-SHP-14084. Please check credit limit terms.,ham
SHP-14085,Apex Logistics Corp,+15556918058,+15554285175,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14085 with Apex Logistics Corp. Let us know if you need changes.",ham
SHP-14086,Global Cargo Solutions,+15558179108,+15558058513,Invoice submitted for carrier fees for SHP-SHP-14086. Please check credit limit terms.,ham
SHP-14087,Vanguard Transport,+15558900917,+15558014394,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14088,Global Cargo Solutions,dispatch-support@gmail-logistics.com,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14089,Cascade Carrier Group,+15552244518,+15552004520,"Hi, driver John here. Load SHP-SHP-14089 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14090,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,"Broker Alert: Trailer locks on shipment SHP-SHP-14090 are malfunctioning. Driver is instructed to bypass the secondary checkpoint and meet logistics agent at 589 Industrial Way, Phoenix, AZ.",spam
SHP-14091,Horizon Shipping Lines,+15555128444,+15553273032,Load SHP-SHP-14091 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14092,Titan Heavy Hauling,dispatch-support@gmail-logistics.com,Unknown,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-titanheavyhauling.com,spam
SHP-14093,Titan Heavy Hauling,+15559600483,+15557167879,Checking trailer temperature for SHP-SHP-14093. Climate control working properly.,ham
SHP-14094,Vanguard Transport,+15552394629,+15555799407,Invoice submitted for carrier fees for SHP-SHP-14094. Please check credit limit terms.,ham
SHP-14095,Titan Heavy Hauling,+15551671799,+15551485163,Load SHP-SHP-14095 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14096,Delta Freight Systems,+15553491461,+15555081724,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14097,Global Cargo Solutions,+15556781086,+15559425599,Truck inspection completed for SHP-SHP-14097. Trailer seal ID: 77324. Driver heading to route.,ham
SHP-14098,Vanguard Transport,+15559032054,+15559982062,Load SHP-SHP-14098 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14099,Summit Logistics Inc,billing-ops@outlook-cargo.net,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-14100,Cascade Carrier Group,+15559787786,+15553339768,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14101,Apex Logistics Corp,+15551508917,+15557506795,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14102,Cascade Carrier Group,+15558467814,+15554696506,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-cascadecarriergroup.com,spam
SHP-14103,Cascade Carrier Group,+15555691746,+15556300302,Immediate action required. Verify your logistics dispatcher credentials within 24 hours to prevent account suspension: http://verify-cascadecarriergroup-auth.org/login,spam
SHP-14104,Cascade Carrier Group,+15557130921,+15557580894,Load SHP-SHP-14104 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14105,Cascade Carrier Group,+15557890951,+15555365057,Freight schedule check for shipment SHP-SHP-14105. All parameters within compliance. Thank you.,ham
SHP-14106,Sentinel Delivery Systems,+15558144753,+15553680038,Truck inspection completed for SHP-SHP-14106. Trailer seal ID: 97159. Driver heading to route.,ham
SHP-14107,Titan Heavy Hauling,+15557167441,+15553018529,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14108,Apex Logistics Corp,+15551097535,+15557933616,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14108. Status: In Transit.",ham
SHP-14109,Titan Heavy Hauling,+15557426974,+15559956212,Freight schedule check for shipment SHP-SHP-14109. All parameters within compliance. Thank you.,ham
SHP-14110,Cascade Carrier Group,+15558074975,+15553120192,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14110. Status: In Transit.",ham
SHP-14111,Horizon Shipping Lines,+15554882500,+15556361607,Invoice submitted for carrier fees for SHP-SHP-14111. Please check credit limit terms.,ham
SHP-14112,Apex Logistics Corp,+15555318465,+15555517951,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14113,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-14114,Cascade Carrier Group,+15554286381,+15555910815,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14114. Status: In Transit.",ham
SHP-14115,Horizon Shipping Lines,+15556786275,+15559266916,"Hi, driver John here. Load SHP-SHP-14115 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14116,Horizon Shipping Lines,+15552949804,+15559719998,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14116. Status: In Transit.",ham
SHP-14117,Summit Logistics Inc,+15551406467,+15554416039,"Hi, driver John here. Load SHP-SHP-14117 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14118,Delta Freight Systems,+15552570468,+15555909096,Checking trailer temperature for SHP-SHP-14118. Climate control working properly.,ham
SHP-14119,Horizon Shipping Lines,+15554239141,+15558460951,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14119. Status: In Transit.",ham
SHP-14120,Titan Heavy Hauling,+15556312608,+15552074266,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14121,Vanguard Transport,+15557634116,+15554307298,Invoice submitted for carrier fees for SHP-SHP-14121. Please check credit limit terms.,ham
SHP-14122,Vanguard Transport,+15558152773,+15554363181,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14122. Status: In Transit.",ham
SHP-14123,Apex Logistics Corp,dispatch-support@gmail-logistics.com,Unknown,System Alert: Security compromise detected on your Apex Logistics Corp logistics portal. Login immediately to confirm dispatch details: http://apexlogisticscorp-dispatch.net/verify,spam
SHP-14124,Sentinel Delivery Systems,+15557504497,+15555246770,Truck inspection completed for SHP-SHP-14124. Trailer seal ID: 36580. Driver heading to route.,ham
SHP-14125,Sentinel Delivery Systems,+15558572545,+15557392549,Load SHP-SHP-14125 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14126,Apex Logistics Corp,+15557802685,+15559367893,Checking trailer temperature for SHP-SHP-14126. Climate control working properly.,ham
SHP-14127,Global Cargo Solutions,+15556629899,+15555247900,Freight schedule check for shipment SHP-SHP-14127. All parameters within compliance. Thank you.,ham
SHP-14128,Summit Logistics Inc,+15551403103,+15557215482,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14129,Vanguard Transport,+15554150714,+15553442281,"Hi, driver John here. Load SHP-SHP-14129 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14130,Summit Logistics Inc,+15554609600,+15557278041,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14130 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-14131,Apex Logistics Corp,+15552816657,+15556566718,"Hi, driver John here. Load SHP-SHP-14131 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14132,Summit Logistics Inc,+15559901929,+15552006874,Invoice submitted for carrier fees for SHP-SHP-14132. Please check credit limit terms.,ham
SHP-14133,Sentinel Delivery Systems,+15559549184,+15551599321,Load SHP-SHP-14133 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14134,Summit Logistics Inc,+15555728583,+15552030722,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14134 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-14135,Summit Logistics Inc,+15557458591,+15559539119,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14136,Cascade Carrier Group,+15559765100,+15552728520,Immediate action required. Verify your logistics dispatcher credentials within 24 hours to prevent account suspension: http://verify-cascadecarriergroup-auth.org/login,spam
SHP-14137,Summit Logistics Inc,+15556205874,+15558685331,Load SHP-SHP-14137 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14138,Cascade Carrier Group,+15551705696,+15551201699,"Hi, driver John here. Load SHP-SHP-14138 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14139,Global Cargo Solutions,+15557399386,+15555728360,Checking trailer temperature for SHP-SHP-14139. Climate control working properly.,ham
SHP-14140,Horizon Shipping Lines,+15555400060,+15551605518,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14141,Global Cargo Solutions,+15553596571,+15558760966,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14142,Global Cargo Solutions,+15554426007,+15559115690,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14143,Global Cargo Solutions,+15559656320,+15557530736,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14143 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-14144,Vanguard Transport,+15552892851,+15552429208,Checking trailer temperature for SHP-SHP-14144. Climate control working properly.,ham
SHP-14145,Horizon Shipping Lines,+15556976847,+15559746235,Freight schedule check for shipment SHP-SHP-14145. All parameters within compliance. Thank you.,ham
SHP-14146,Delta Freight Systems,+15552101808,+15558994182,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14146. Status: In Transit.",ham
SHP-14147,Apex Logistics Corp,+15559997784,+15554479248,"Hi, driver John here. Load SHP-SHP-14147 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14148,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,"Sentinel Cargo ID validation: Enter OTP 7913 to complete gate registration. If you did not request this, contact support.",spam
SHP-14149,Horizon Shipping Lines,+15555142525,+15557119422,Checking trailer temperature for SHP-SHP-14149. Climate control working properly.,ham
SHP-14150,Delta Freight Systems,+15559542620,+15553736271,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14151,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,"Financial Alert: Updated bank routing and account numbers for Summit Logistics Inc billing department. Wire cargo fees to Routing: 72830616, Account: 934057702. Confirm deposit.",spam
SHP-14152,Horizon Shipping Lines,+15556540690,+15555491003,"Hi, driver John here. Load SHP-SHP-14152 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14153,Vanguard Transport,+15554489954,+15551072149,Invoice submitted for carrier fees for SHP-SHP-14153. Please check credit limit terms.,ham
SHP-14154,Delta Freight Systems,+15553643926,+15558751508,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-14155,Titan Heavy Hauling,+15554724182,+15555278966,Freight schedule check for shipment SHP-SHP-14155. All parameters within compliance. Thank you.,ham
SHP-14156,Cascade Carrier Group,dispatch-support@gmail-logistics.com,Unknown,Sent from support: A one-time transaction code 6241 has been generated to update banking details for Cascade Carrier Group. Provide this code to the agent.,spam
SHP-14157,Sentinel Delivery Systems,+15552786695,+15555002258,Truck inspection completed for SHP-SHP-14157. Trailer seal ID: 75898. Driver heading to route.,ham
SHP-14158,Apex Logistics Corp,+15551128413,+15559978677,Invoice submitted for carrier fees for SHP-SHP-14158. Please check credit limit terms.,ham
SHP-14159,Horizon Shipping Lines,dispatch-support@gmail-logistics.com,Unknown,"Congratulations! Your phone number selected as the winner of $1,000 cash balance reward. Click to withdraw: http://reward-cash.net",spam
SHP-14160,Sentinel Delivery Systems,+15558971120,+15558870908,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14160. Status: In Transit.",ham
SHP-14161,Horizon Shipping Lines,+15559409792,+15555907158,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14161 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-14162,Titan Heavy Hauling,+15557542039,+15554328927,Invoice submitted for carrier fees for SHP-SHP-14162. Please check credit limit terms.,ham
SHP-14163,Apex Logistics Corp,+15558425350,+15552391572,"Hi, driver John here. Load SHP-SHP-14163 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14164,Titan Heavy Hauling,billing-ops@outlook-cargo.net,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14165,Titan Heavy Hauling,+15551869547,+15556851872,Sweepstakes Draw Result: Ticket #38391 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-14166,Horizon Shipping Lines,+15552575978,+15558167112,Invoice submitted for carrier fees for SHP-SHP-14166. Please check credit limit terms.,ham
SHP-14167,Global Cargo Solutions,+15552817583,+15557311558,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14168,Cascade Carrier Group,+15557690098,+15557755109,Freight schedule check for shipment SHP-SHP-14168. All parameters within compliance. Thank you.,ham
SHP-14169,Horizon Shipping Lines,+15557335540,+15559791515,"Hi, driver John here. Load SHP-SHP-14169 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14170,Delta Freight Systems,+15551293020,+15557151290,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-14171,Titan Heavy Hauling,+15557373024,+15557115786,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-14172,Delta Freight Systems,+15554058469,+15553133795,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14173,Global Cargo Solutions,+15551222888,+15558694948,Truck inspection completed for SHP-SHP-14173. Trailer seal ID: 51965. Driver heading to route.,ham
SHP-14174,Apex Logistics Corp,+15555081001,+15558068802,Truck inspection completed for SHP-SHP-14174. Trailer seal ID: 82683. Driver heading to route.,ham
SHP-14175,Apex Logistics Corp,+15552917457,+15552386066,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14176,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,"CONGRATULATIONS! You have been selected as the lottery grand prize winner. Claim your cash award of $50,000 here: http://lottery-draw-free-draw.com",spam
SHP-14177,Titan Heavy Hauling,+15551548559,+15553257379,"Hi, driver John here. Load SHP-SHP-14177 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14178,Vanguard Transport,+15555389828,+15558863923,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14179,Cascade Carrier Group,+15554702011,+15556345967,Checking trailer temperature for SHP-SHP-14179. Climate control working properly.,ham
SHP-14180,Summit Logistics Inc,+15559254333,+15552497514,Load SHP-SHP-14180 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14181,Titan Heavy Hauling,+15552531586,+15555230360,Your package is blocked due to incorrect delivery address details. Confirm your location and pay rescheduling charge of $2.00: http://reschedule-address.net,spam
SHP-14182,Vanguard Transport,+15557498463,+15555758541,Checking trailer temperature for SHP-SHP-14182. Climate control working properly.,ham
SHP-14183,Delta Freight Systems,+15552537115,+15559302292,"Hi, driver John here. Load SHP-SHP-14183 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14184,Titan Heavy Hauling,+15557121455,+15553453713,Freight schedule check for shipment SHP-SHP-14184. All parameters within compliance. Thank you.,ham
SHP-14185,Sentinel Delivery Systems,+15559356059,+15553156471,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-sentineldeliverysystems.com,spam
SHP-14186,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14187,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,"Financial Alert: Updated bank routing and account numbers for Titan Heavy Hauling billing department. Wire cargo fees to Routing: 50828255, Account: 815691545. Confirm deposit.",spam
SHP-14188,Vanguard Transport,+15551404125,+15556669364,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14189,Summit Logistics Inc,+15552921689,+15557721697,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14189. Status: In Transit.",ham
SHP-14190,Delta Freight Systems,+15556373209,+15558059996,Load SHP-SHP-14190 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14191,Delta Freight Systems,+15552500036,+15551976642,Load SHP-SHP-14191 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14192,Apex Logistics Corp,+15559830240,+15554939225,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14193,Global Cargo Solutions,+15551059584,+15556196282,Checking trailer temperature for SHP-SHP-14193. Climate control working properly.,ham
SHP-14194,Sentinel Delivery Systems,+15554869513,+15556635841,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14194. Status: In Transit.",ham
SHP-14195,Summit Logistics Inc,carrier-check@gmail-logistics.com,Unknown,Courier delivery alert. Package weight discrepancy reported. Pay inspection clearance tax of $10.00 to complete dispatch delivery: http://courier-tax.org,spam
SHP-14196,Apex Logistics Corp,+15555404222,+15554701474,Load SHP-SHP-14196 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14197,Horizon Shipping Lines,+15558004222,+15557608681,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14197 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-14198,Titan Heavy Hauling,+15552381560,+15553354355,"Hi, driver John here. Load SHP-SHP-14198 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14199,Titan Heavy Hauling,+15552120379,+15556851727,Freight schedule check for shipment SHP-SHP-14199. All parameters within compliance. Thank you.,ham
SHP-14200,Summit Logistics Inc,+15551062845,+15556829790,Truck inspection completed for SHP-SHP-14200. Trailer seal ID: 80030. Driver heading to route.,ham
