shipment_id,sender,receiver,message_type,message_content,is_fraudulent,fraud_probability,created_at
SHP-1515,+15558340281,+15555799782,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.05,2026-04-11 10:22:51
SHP-1515,info@cascadelogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.2,2026-04-11 10:22:51
SHP-1516,+15558947918,+15559402873,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.8,2026-05-16 08:22:51
SHP-1517,+15554868381,+15551863674,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.01,2026-04-03 18:22:51
SHP-1518,+15557697794,+15551950399,SMS,DriverJohn here. SHP SHP-1518 load completed. Departing origin now.,0,0.15,2026-04-29 16:22:51
SHP-1518,+15551502947,+15551541480,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-04-29 16:22:51
SHP-1518,info@jupitershipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1518 in New York, NY. Estimated arrival in Miami, FL remains unchanged.",0,0.22,2026-04-29 16:22:51
SHP-1519,+15552352134,+15559032452,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.07,2026-06-05 09:22:51
SHP-1520,+15559089526,+15551874771,SMS,"Rerouting SHP SHP-1520. Deliver load to Houston, TX West Compound instead of Main Terminal.",1,0.92,2026-04-22 14:22:51
SHP-1521,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.06,2026-05-11 01:22:51
SHP-1521,info@westcoastfreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.1,2026-05-11 01:22:51
SHP-1522,+15551733490,+15556270157,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.15,2026-04-02 15:22:51
SHP-1523,+15554695807,+15558441397,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.24,2026-04-26 07:22:51
SHP-1523,+15555097093,+15559838978,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-04-26 07:22:51
SHP-1523,info@horizonfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1523. Let us know if you need anything else.",0,0.09,2026-04-26 07:22:51
SHP-1524,info@northerntransport.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1524 in Dallas, TX. Estimated arrival in Detroit, MI remains unchanged.",0,0.18,2026-05-29 21:22:51
SHP-1525,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"Dear customer, system outage has affected our primary logistics email. Do not reply to standard office number. Confirm container drop details via this email.",1,0.84,2026-04-29 08:22:51
SHP-1526,+15551436075,+15556640806,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.2,2026-03-31 11:22:51
SHP-1526,info@metrologistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1526. Let us know if you need anything else.",0,0.09,2026-03-31 11:22:51
SHP-1526,+15558173085,+15551958290,SMS,DriverJohn here. SHP SHP-1526 load completed. Departing origin now.,0,0.14,2026-03-31 11:22:51
SHP-1527,info@xpresslogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.23,2026-04-26 19:22:51
SHP-1527,+15555603547,+15552435070,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.19,2026-04-26 19:22:51
SHP-1527,+15556662853,+15557620309,SMS,DriverJohn here. SHP SHP-1527 load completed. Departing origin now.,0,0.15,2026-04-26 19:22:51
SHP-1528,+15551148825,+15558825556,SMS,DriverJohn here. SHP SHP-1528 load completed. Departing origin now.,0,0.24,2026-04-26 19:22:51
SHP-1529,info@pinnaclefreight.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1529 in San Francisco, CA. Estimated arrival in Denver, CO remains unchanged.",0,0.19,2026-06-11 07:22:51
SHP-1529,+15555354372,+15559303529,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.06,2026-06-11 07:22:51
SHP-1530,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,Notice of Carrier Change: Driver John is unavailable. Carrier has been switched to Priority Logistics. Please release the load to truck ID CAR-770.,1,0.7,2026-05-20 08:22:51
SHP-1530,+15554937559,+15556867489,SMS,Driver: Reroute load SHP-1530 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.72,2026-05-20 08:22:51
SHP-1530,+15554975843,+15554423255,SMS,Security notice: Logistics portal compromised. Contact broker ONLY at +1 (555) 019-3829. Do not use main desk line.,1,0.87,2026-05-20 08:22:51
SHP-1531,info@vanguardlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.09,2026-05-06 03:22:51
SHP-1531,+15553517643,+15551428411,SMS,DriverJohn here. SHP SHP-1531 load completed. Departing origin now.,0,0.15,2026-05-06 03:22:51
SHP-1532,+15553034109,+15559854283,SMS,DriverJohn here. SHP SHP-1532 load completed. Departing origin now.,0,0.15,2026-04-13 02:22:51
SHP-1533,+15556281742,+15552936374,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.11,2026-04-25 00:22:51
SHP-1534,+15553317607,+15555366756,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.09,2026-05-16 21:22:51
SHP-1535,+15558882947,+15552694421,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.95,2026-04-17 04:22:51
SHP-1536,+15556647890,+15552808110,SMS,DriverJohn here. SHP SHP-1536 load completed. Departing origin now.,0,0.02,2026-05-15 12:22:51
SHP-1537,+15558608923,+15557364849,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-04-17 13:22:51
SHP-1538,+15556344856,+15553993320,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.01,2026-05-30 06:22:51
SHP-1538,info@quantumlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.13,2026-05-30 06:22:51
SHP-1539,+15552780388,+15554886854,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-05-26 04:22:51
SHP-1539,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.21,2026-05-26 04:22:51
SHP-1540,+15558462919,+15559739149,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.21,2026-03-28 01:22:51
SHP-1540,+15552839032,+15553012269,SMS,Refueling. Trailer locks checked and secure.,0,0.22,2026-03-28 01:22:51
SHP-1540,+15555413356,+15552457333,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.25,2026-03-28 01:22:51
SHP-1541,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1541 in Chicago, IL. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.22,2026-05-05 22:22:51
SHP-1541,info@xpresslogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.03,2026-05-05 22:22:51
SHP-1541,+15554194359,+15551597875,SMS,DriverJohn here. SHP SHP-1541 load completed. Departing origin now.,0,0.06,2026-05-05 22:22:51
SHP-1542,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.21,2026-05-26 23:22:51
SHP-1542,info@summitlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1542. Let us know if you need anything else.",0,0.11,2026-05-26 23:22:51
SHP-1542,+15554498837,+15553988274,SMS,DriverJohn here. SHP SHP-1542 load completed. Departing origin now.,0,0.1,2026-05-26 23:22:51
SHP-1543,+15556991611,+15559069153,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.02,2026-05-01 21:22:51
SHP-1543,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1543 in Seattle, WA. Estimated arrival in Boston, MA remains unchanged.",0,0.1,2026-05-01 21:22:51
SHP-1544,+15557912261,+15554940297,SMS,DriverJohn here. SHP SHP-1544 load completed. Departing origin now.,0,0.07,2026-05-08 12:22:51
SHP-1544,info@oceanicshipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.02,2026-05-08 12:22:51
SHP-1545,info@zephyrshipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1545 in Chicago, IL. Estimated arrival in Miami, FL remains unchanged.",0,0.11,2026-03-30 22:22:51
SHP-1545,info@zephyrshipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.22,2026-03-30 22:22:51
SHP-1546,info@redlinetransport.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1546. Let us know if you need anything else.",0,0.13,2026-03-27 02:22:51
SHP-1546,+15559983740,+15554329267,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.21,2026-03-27 02:22:51
SHP-1547,info@metrologistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.1,2026-04-24 14:22:51
SHP-1547,+15551709427,+15553633108,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-04-24 14:22:51
SHP-1547,info@metrologistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.01,2026-04-24 14:22:51
SHP-1548,+15551338131,+15551247326,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.02,2026-04-03 16:22:51
SHP-1548,+15554259545,+15556237674,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-04-03 16:22:51
SHP-1548,info@xpresslogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1548 in Atlanta, GA. Estimated arrival in Las Vegas, NV remains unchanged.",0,0.07,2026-04-03 16:22:51
SHP-1549,dispatch@outlook-logistics.com,ops@controlcenter.com,Email,"Dear customer, system outage has affected our primary logistics email. Do not reply to standard office number. Confirm container drop details via this email.",1,0.98,2026-04-29 05:22:51
SHP-1549,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1549 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Las Vegas, NV immediately.",1,0.82,2026-04-29 05:22:51
SHP-1549,dispatch@outlook-logistics.com,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1549 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, Las Vegas, NV immediately.",1,0.89,2026-04-29 05:22:51
SHP-1550,+15554899524,+15551988730,SMS,"Rerouting SHP SHP-1550. Deliver load to New York, NY West Compound instead of Main Terminal.",1,0.77,2026-04-24 16:22:51
SHP-1550,+15553526849,+15551612531,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.17,2026-04-24 16:22:51
SHP-1550,+15555498724,+15554510199,SMS,Refueling. Trailer locks checked and secure.,0,0.14,2026-04-24 16:22:51
SHP-1551,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1551. Let us know if you need anything else.",0,0.04,2026-04-03 17:22:51
SHP-1551,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.05,2026-04-03 17:22:51
SHP-1552,+15555548431,+15559765761,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.15,2026-05-17 02:22:51
SHP-1553,info@libertycargo.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1553 in Houston, TX. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.23,2026-05-11 06:22:51
SHP-1553,info@libertycargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.13,2026-05-11 06:22:51
SHP-1554,+15558863382,+15553624846,SMS,Driver: Reroute load SHP-1554 now. Destination changed. Go to loading dock 4 behind retail complex.,1,0.8,2026-04-17 20:22:51
SHP-1554,dispatch@gmail-cargo.com,ops@controlcenter.com,Email,"Important billing update for SHP-1554. Due to audit, we changed bank details. Wire payment to routing 021000021, account 992837262. Confirm transaction asap.",1,0.78,2026-04-17 20:22:51
SHP-1555,info@northerntransport.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1555 in New York, NY. Estimated arrival in Las Vegas, NV remains unchanged.",0,0.04,2026-04-18 16:22:51
SHP-1555,info@northerntransport.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.2,2026-04-18 16:22:51
SHP-1555,+15556539168,+15555651273,SMS,Refueling. Trailer locks checked and secure.,0,0.05,2026-04-18 16:22:51
SHP-1556,+15558137123,+15558913629,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-05-04 16:22:51
SHP-1556,info@atlascargo.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.14,2026-05-04 16:22:51
SHP-1556,+15557468117,+15558960419,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.08,2026-05-04 16:22:51
SHP-1557,+15553017289,+15558305024,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.04,2026-05-19 07:22:51
SHP-1557,+15558819455,+15556804775,SMS,Refueling. Trailer locks checked and secure.,0,0.05,2026-05-19 07:22:51
SHP-1557,info@quantumlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.09,2026-05-19 07:22:51
SHP-1558,info@xpresslogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.07,2026-05-05 17:22:51
SHP-1558,+15559031838,+15557682264,SMS,DriverJohn here. SHP SHP-1558 load completed. Departing origin now.,0,0.25,2026-05-05 17:22:51
SHP-1558,+15555599873,+15551960109,SMS,DriverJohn here. SHP SHP-1558 load completed. Departing origin now.,0,0.22,2026-05-05 17:22:51
SHP-1559,info@pinnaclefreight.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.22,2026-06-01 17:22:51
SHP-1560,+15553838932,+15557144765,SMS,DriverJohn here. SHP SHP-1560 load completed. Departing origin now.,0,0.24,2026-04-28 20:22:51
SHP-1560,+15552089762,+15554236994,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.91,2026-04-28 20:22:51
SHP-1560,dispatch@gmail-cargo.com,ops@controlcenter.com,Email,Notice of Carrier Change: Driver John is unavailable. Carrier has been switched to Priority Logistics. Please release the load to truck ID CAR-752.,1,0.88,2026-04-28 20:22:51
SHP-1561,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1561. Let us know if you need anything else.",0,0.05,2026-05-23 08:22:51
SHP-1562,info@cascadelogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.18,2026-04-24 23:22:51
SHP-1562,info@cascadelogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1562 in Los Angeles, CA. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.04,2026-04-24 23:22:51
SHP-1563,+15553860089,+15551616245,SMS,Refueling. Trailer locks checked and secure.,0,0.04,2026-04-05 05:22:51
SHP-1563,info@kryptonlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.09,2026-04-05 05:22:51
SHP-1564,+15555376268,+15551527610,SMS,DriverJohn here. SHP SHP-1564 load completed. Departing origin now.,0,0.13,2026-04-05 06:22:51
SHP-1565,dispatch@verizon-dispatcher.org,ops@controlcenter.com,Email,Notice of Carrier Change: Driver John is unavailable. Carrier has been switched to Priority Logistics. Please release the load to truck ID CAR-481.,1,0.89,2026-05-05 12:22:51
SHP-1566,+15558945220,+15555086740,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.18,2026-05-20 09:22:51
SHP-1566,+15559095972,+15557730232,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.01,2026-05-20 09:22:51
SHP-1566,info@deltafreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.03,2026-05-20 09:22:51
SHP-1567,+15551902615,+15552516637,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.2,2026-06-09 12:22:51
SHP-1568,info@apexcarrier.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.11,2026-04-15 23:22:51
SHP-1569,+15558775970,+15555072535,SMS,DriverJohn here. SHP SHP-1569 load completed. Departing origin now.,0,0.1,2026-06-03 11:22:51
SHP-1569,+15553240199,+15557708932,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-06-03 11:22:51
SHP-1570,+15557078057,+15556701752,SMS,DriverJohn here. SHP SHP-1570 load completed. Departing origin now.,0,0.15,2026-06-07 14:22:51
SHP-1571,info@zephyrshipping.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.04,2026-05-18 16:22:51
SHP-1571,+15557489687,+15559064003,SMS,DriverJohn here. SHP SHP-1571 load completed. Departing origin now.,0,0.07,2026-05-18 16:22:51
SHP-1571,+15554011811,+15553743794,SMS,Refueling. Trailer locks checked and secure.,0,0.17,2026-05-18 16:22:51
SHP-1572,+15558628467,+15551194425,SMS,Refueling. Trailer locks checked and secure.,0,0.16,2026-03-25 19:22:51
SHP-1572,+15558087653,+15551914547,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-03-25 19:22:51
SHP-1572,info@deltafreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.2,2026-03-25 19:22:51
SHP-1573,info@oceanicshipping.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1573 in Dallas, TX. Estimated arrival in Boston, MA remains unchanged.",0,0.24,2026-05-18 07:22:51
SHP-1574,+15555233341,+15558142103,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.17,2026-04-09 05:22:51
SHP-1575,info@zephyrshipping.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.18,2026-05-04 23:22:51
SHP-1575,info@zephyrshipping.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.02,2026-05-04 23:22:51
SHP-1576,+15557254467,+15551642355,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.15,2026-06-11 21:22:51
SHP-1577,+15552330152,+15558271837,SMS,DriverJohn here. SHP SHP-1577 load completed. Departing origin now.,0,0.2,2026-05-02 03:22:51
SHP-1578,info@summitlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.1,2026-05-18 22:22:51
SHP-1578,info@summitlogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1578 in New York, NY. Estimated arrival in Detroit, MI remains unchanged.",0,0.07,2026-05-18 22:22:51
SHP-1578,+15554475171,+15551314051,SMS,Refueling. Trailer locks checked and secure.,0,0.16,2026-05-18 22:22:51
SHP-1579,+15556515543,+15557526999,SMS,Refueling. Trailer locks checked and secure.,0,0.23,2026-04-02 09:22:51
SHP-1579,info@interstatecarriers.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1579 in Chicago, IL. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.09,2026-04-02 09:22:51
SHP-1579,+15558455510,+15553546422,SMS,Refueling. Trailer locks checked and secure.,0,0.21,2026-04-02 09:22:51
SHP-1580,dispatch@fedex-billing-system.com,ops@controlcenter.com,Email,Notice of Carrier Change: Driver John is unavailable. Carrier has been switched to Priority Logistics. Please release the load to truck ID CAR-512.,1,0.79,2026-04-04 10:22:51
SHP-1580,+15551496011,+15553615576,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.88,2026-04-04 10:22:51
SHP-1581,+15554662556,+15554545112,SMS,DriverJohn here. SHP SHP-1581 load completed. Departing origin now.,0,0.14,2026-05-31 18:22:51
SHP-1582,info@frontierhauling.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1582 in Atlanta, GA. Estimated arrival in Houston, TX remains unchanged.",0,0.13,2026-06-08 22:22:51
SHP-1582,+15554776538,+15557777424,SMS,Refueling. Trailer locks checked and secure.,0,0.19,2026-06-08 22:22:51
SHP-1582,+15558540619,+15553633482,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.1,2026-06-08 22:22:51
SHP-1583,info@atlascargo.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.06,2026-06-16 03:22:51
SHP-1584,+15559578785,+15554238532,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.11,2026-06-13 05:22:51
SHP-1585,+15555058134,+15553967518,SMS,Refueling. Trailer locks checked and secure.,0,0.13,2026-03-27 20:22:51
SHP-1586,+15552180539,+15557997602,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.22,2026-03-29 11:22:51
SHP-1586,info@deltafreight.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.16,2026-03-29 11:22:51
SHP-1587,+15558190522,+15553081328,SMS,DriverJohn here. SHP SHP-1587 load completed. Departing origin now.,0,0.04,2026-03-30 01:22:51
SHP-1587,+15552875419,+15553834568,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.1,2026-03-30 01:22:51
SHP-1587,+15553381527,+15555078015,SMS,Refueling. Trailer locks checked and secure.,0,0.05,2026-03-30 01:22:51
SHP-1588,+15555618750,+15551599695,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.04,2026-05-01 12:22:51
SHP-1588,+15551435209,+15554708126,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-05-01 12:22:51
SHP-1589,info@westcoastfreight.com,ops@controlcenter.com,Email,"Hi Team, please find attached the BOL for shipment SHP-1589. Let us know if you need anything else.",0,0.21,2026-04-09 18:22:51
SHP-1589,+15553489124,+15551202445,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.09,2026-04-09 18:22:51
SHP-1590,+15559141073,+15553837377,SMS,Refueling. Trailer locks checked and secure.,0,0.04,2026-06-14 18:22:51
SHP-1590,+15551238783,+15552086368,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.06,2026-06-14 18:22:51
SHP-1591,info@goldstarlogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.16,2026-06-13 14:22:51
SHP-1591,+15559513036,+15552127390,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-06-13 14:22:51
SHP-1592,+15553976792,+15551674994,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.14,2026-04-26 13:22:51
SHP-1593,info@cascadelogistics.com,ops@controlcenter.com,Email,"Hello, gate check-in has been completed for shipment SHP-1593 in Miami, FL. Estimated arrival in Phoenix, AZ remains unchanged.",0,0.2,2026-06-07 08:22:51
SHP-1594,info@cascadelogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.11,2026-04-21 09:22:51
SHP-1594,info@cascadelogistics.com,ops@controlcenter.com,Email,Confirming receipt of the shipment request. We will assign a driver soon. Best regards.,0,0.19,2026-04-21 09:22:51
SHP-1594,info@cascadelogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.2,2026-04-21 09:22:51
SHP-1595,+15555432538,+15559928667,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.09,2026-05-06 06:22:51
SHP-1595,+15558382709,+15552870157,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.12,2026-05-06 06:22:51
SHP-1596,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.19,2026-05-01 17:22:51
SHP-1596,info@kryptonlogistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.08,2026-05-01 17:22:51
SHP-1596,+15556368975,+15559898627,SMS,Refueling. Trailer locks checked and secure.,0,0.03,2026-05-01 17:22:51
SHP-1597,+15557994575,+15555519499,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.23,2026-04-14 19:22:51
SHP-1597,+15556093866,+15557220842,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.08,2026-04-14 19:22:51
SHP-1597,+15556290638,+15558544846,SMS,"Highway construction near check point. Delay of 30 mins, but route remains secure.",0,0.11,2026-04-14 19:22:51
SHP-1598,+15555945871,+15557265873,SMS,DriverJohn here. SHP SHP-1598 load completed. Departing origin now.,0,0.08,2026-05-21 22:22:51
SHP-1599,+15558883139,+15551771751,SMS,Refueling. Trailer locks checked and secure.,0,0.17,2026-04-06 16:22:51
SHP-1599,+15555191722,+15555700013,SMS,Refueling. Trailer locks checked and secure.,0,0.01,2026-04-06 16:22:51
SHP-1600,+15554355347,+15552476481,SMS,Refueling. Trailer locks checked and secure.,0,0.06,2026-04-03 00:22:51
SHP-1601,+15558857213,+15554819874,SMS,Refueling. Trailer locks checked and secure.,0,0.09,2026-05-04 01:22:51
SHP-1602,+15551271812,+15558335114,SMS,DriverJohn here. SHP SHP-1602 load completed. Departing origin now.,0,0.24,2026-05-14 05:22:51
SHP-1603,info@kryptonlogistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.23,2026-04-05 07:22:51
SHP-1604,+15558617645,+15559853571,SMS,Refueling. Trailer locks checked and secure.,0,0.22,2026-04-13 10:22:51
SHP-1605,info@metrologistics.com,ops@controlcenter.com,Email,Attached are the truck inspection logs and driver credentials for carrier verification.,0,0.23,2026-04-26 21:22:51
SHP-1605,info@metrologistics.com,ops@controlcenter.com,Email,"Good morning, here is the tracking status report for cargo. The driver is currently in transit and ETA is looking good.",0,0.19,2026-04-26 21:22:51
SHP-1606,+15554860502,+15554503204,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.08,2026-04-10 07:22:51
SHP-1606,+15555547933,+15554908736,SMS,Arrived at receiver. Waiting for dock assignment. Everything secure.,0,0.19,2026-04-10 07:22:51
SHP-1607,+15553091268,+15552557794,SMS,Ops alert: GPS system updating. Turn off transponder for 2 hours to avoid sync error. Maintain driving speed.,1,0.85,2026-04-20 02:22:51
SHP-1607,dispatch@apexcorp-logistics.net,ops@controlcenter.com,Email,"URGENT UPDATE: Shipment SHP-1607 has been rerouted due to warehouse maintenance. Deliver to alternative dock: 404 Industrial Way, New York, NY immediately.",1,0.97,2026-04-20 02:22:51
